cartodb_id,the_geom,zm,canon,uid,region,sector,grid,link,name_web,name_alt,name,point_y,point_x,y,x
443,0101000020E6100000A120D22876E73E40540AC6886F3453C0,1,0,442,Outer Rim,Tamarin,N19,http://starwars.wikia.com/wiki/Sevarcos,Sevarcos,,Sevarcos,-13765.2780302,3440.2338763,-13765.28,3440.23
444,0101000020E6100000AEAA7D4FB7CD45403C85B1373E3A52C0,1,0,443,Outer Rim,Toblain,O18,http://starwars.wikia.com/wiki/Shadda-Bi_Boran,Shadda-Bi_Boran,,Shadda-Bi Boran,-12089.3164282,4854.32647799,-12089.32,4854.33
445,0101000020E6100000ED388F55BD19494028FC879433B751C0,1,1,444,Outer Rim,Sanbra,O17,http://starwars.wikia.com/wiki/Rugosa,Rugosa,,Rugosa,-11355.4285549,5588.35983415,-11355.43,5588.36
446,0101000020E6100000A183AC31AEDA45406A9D09BDAAB951C0,2,0,445,Outer Rim,Sanbra,O17,http://starwars.wikia.com/wiki/Sanbra,Sanbra,,Sanbra,-11368.5220049,4865.60139328,-11368.52,4865.6
447,0101000020E61000005002820DF0DA42405F77080CE1D551C0,1,0,446,Outer Rim,Bon'nyuw-Luq,N17,http://starwars.wikia.com/wiki/Arbra,Arbra,,Arbra,-11520.1878009,4197.90818387,-11520.19,4197.91
448,0101000020E6100000992D04DA4A3B4340077460275B5752C0,1,0,447,Outer Rim,Bon'nyuw-Luq,N18,http://starwars.wikia.com/wiki/Sharlissia,Sharlissia,,Sharlissia,-12263.8957618,4281.70626397,-12263.9,4281.71
449,0101000020E6100000ACCC69DF54504840B9CA2E38066953C0,1,0,448,Outer Rim,Svivreni,O19,http://starwars.wikia.com/wiki/Svivren,Svivren,,Svivren,-14179.2492749,5413.19856949,-14179.25,5413.2
450,0101000020E6100000D9C65CCA2D754D40488A1B2DAAFB52C0,1,0,449,Outer Rim,Parmic,P18,http://starwars.wikia.com/wiki/Spice_Terminus,Spice_Terminus,,Spice Terminus,-13345.9239228,6558.43899753,-13345.92,6558.44
451,0101000020E61000004D4159DEB9254A4039D0502802DF52C0,2,0,450,Outer Rim,Quence,O18,http://starwars.wikia.com/wiki/E._Pica,E._Pica,,E. Pica,-13143.993827,5821.42324443,-13143.99,5821.42
452,0101000020E61000005D5B1739A20C4A40569312CA7D2F53C0,1,0,451,Outer Rim,Quence,O19,http://starwars.wikia.com/wiki/Suarbi,Suarbi,,Suarbi,-13727.6707321,5799.60082773,-13727.67,5799.6
453,0101000020E610000009C88C98FE5E49403E36D3E9AFA652C0,1,0,452,Outer Rim,Parmel,O18,http://starwars.wikia.com/wiki/Vohai,Vohai,,Vohai,-12764.2837765,5648.58970422,-12764.28,5648.59
454,0101000020E6100000495ACC199C57504017A51914D44D53C0,1,0,453,Outer Rim,Skine,P19,http://starwars.wikia.com/wiki/Skynara,Skynara,,Skynara,-13961.8980046,7276.83295506,-13961.9,7276.83
455,0101000020E6100000C9689E36A6A648404366CE9F947F53C0,1,0,454,Outer Rim,Sujimis,O19,http://starwars.wikia.com/wiki/Meryx_Minor,Meryx_Minor,,Meryx Minor,-14365.1762651,5488.26768292,-14365.18,5488.27
456,0101000020E6100000EF78628395D34C4078F2C146C35753C0,2,1,455,Outer Rim,Sujimis,P19,http://starwars.wikia.com/wiki/Pantora,Pantora,,Pantora,-14040.4587047,6417.90263403,-14040.46,6417.9
457,0101000020E610000004A4F4B897E54D40AB1E12C9786553C0,1,0,456,Outer Rim,Sujimis,P19,http://starwars.wikia.com/wiki/Alzoc,Alzoc,,Alzoc,-14150.4436849,6656.20342432,-14150.44,6656.2
458,0101000020E6100000F402C3DA49B24F40D0F69A26C29253C0,1,0,457,Outer Rim,Sujimis,P19,http://starwars.wikia.com/wiki/Karazak,Karazak,,Karazak,-14527.5350453,7056.8629948,-14527.54,7056.86
459,0101000020E610000066FAE5D9D5D151403A8F389ED6AF52C0,1,0,458,Outer Rim,Dail,Q18,http://starwars.wikia.com/wiki/Drexel,Drexel,,Drexel,-12824.5136466,7934.70607696,-12824.51,7934.71
460,0101000020E6100000285E7F757CEF5140F35E122EE17353C0,2,0,459,Outer Rim,Merel,Q19,http://starwars.wikia.com/wiki/Nedij,Nedij,,Nedij,-14268.0665108,7986.27972174,-14268.07,7986.28
461,0101000020E61000001F371F07A0584F4039A40130A59C52C0,1,0,460,Outer Rim,Cor'ric,P18,http://starwars.wikia.com/wiki/Reuss,Reuss,,Reuss,-12698.8165265,6978.88422581,-12698.82,6978.88
462,0101000020E6100000F0E8E4F6E6A34F40E4A344443E7752C0,2,0,461,Outer Rim,Cor'ric,P18,http://starwars.wikia.com/wiki/Andalasa,Andalasa,,Andalasa,-12460.5157362,7044.35147589,-12460.52,7044.35
463,0101000020E6100000782A9DAF38A3504008B42332674651C0,1,0,462,Outer Rim,Cadavine,P17,http://starwars.wikia.com/wiki/Zhar,Zhar,,Zhar,-10781.9354442,7408.34938633,-10781.94,7408.35
464,0101000020E61000000795FE08D7174F4007B83D7804D351C0,2,0,463,Outer Rim,Cadavine,P17,http://starwars.wikia.com/wiki/Daan,Daan,,Daan/Melida,-11504.6474491,6922.54166781,-11504.65,6922.54
465,0101000020E6100000B95136CC81984B40F5AAE0FA9E9151C0,1,0,464,Outer Rim,Cadavine,P17,http://starwars.wikia.com/wiki/Trigalis,Trigalis,,Trigalis,-11158.9257256,6143.88534708,-11158.93,6143.89
466,0101000020E6100000AA2A6885D16D4D40CC2BD3293A2D52C0,1,0,466,Outer Rim,Bajic,P18,http://starwars.wikia.com/wiki/Vergesso,Vergesso,,Vergesso,-12012.7197456,6552.0377553,-12012.72,6552.04
467,0101000020E6100000E98529DC62F84C40DE40F607344852C0,2,0,467,Outer Rim,Bajic,P18,http://starwars.wikia.com/wiki/Bajic,Bajic,,Bajic,-12172.4598358,6449.90884518,-12172.46,6449.91
468,0101000020E6100000D80C4D2D00804B406161A519CEA951C0,2,0,468,Outer Rim,Juris,P17,http://starwars.wikia.com/wiki/Stend,Stend,,Stend,-11284.7239248,6122.57259479,-11284.72,6122.57
469,0101000020E6100000C992E54CA2035040C549A267D24A52C0,2,0,469,Outer Rim,Astal,P18,http://starwars.wikia.com/wiki/Bahalian,Bahalian,,Bahalian,-12188.1719759,7130.768246,-12188.17,7130.77
470,0101000020E6100000FA4C75C5E55A5140248C6D3853D851C0,1,1,470,Outer Rim,Kiblini,Q17,http://starwars.wikia.com/wiki/Socorro,Socorro,,Socorro,-11533.4994751,7727.82956671,-11533.5,7727.83
471,0101000020E6100000F95016276CC451400FF27D1376FD50C0,2,0,471,Outer Rim,Karthakk,Q16,http://starwars.wikia.com/wiki/Llanic,Llanic,,Llanic,-10435.2194509,7911.37614737,-10435.22,7911.38
1403,0101000020E6100000E2FD0ACD67154840943C721ED85F1E40,4,0,1403,Inner Rim,Hapes Cluster,O9,,,,,847.801041466,5361.95154475,847.8,5361.95
473,0101000020E610000046F88269826E5340061E677580BC50C0,1,1,473,Outer Rim,Savareen,Q16,http://starwars.wikia.com/wiki/Christophsis,Christophsis,,Christophsis,-10140.5036723,8652.49774776,-10140.5,8652.5
474,0101000020E61000009FC575E113865340B124CD54F50A51C0,2,0,474,Outer Rim,Savareen,Q16,http://starwars.wikia.com/wiki/Tythe,Tythe,,Tythe,-10498.068011,8693.49156164,-10498.07,8693.49
475,0101000020E61000002E162B875FB753401CDCE7233F0851C0,1,1,475,Outer Rim,Savareen,Q16,http://starwars.wikia.com/wiki/Nelvaan,Nelvaan,,Nelvaan,-10485.3949806,8779.23452497,-10485.39,8779.23
476,0101000020E6100000EC6AE7A9511F5440E54E9BB13F9550C0,1,1,476,Outer Rim,Savareen,Q16,http://starwars.wikia.com/wiki/Rodia,Rodia,,Rodia,-9968.31123024,8960.03449778,-9968.31,8960.03
477,0101000020E61000006BD2BC5ECB485440AD453308259451C0,1,0,477,Outer Rim,Savareen,R17,http://starwars.wikia.com/wiki/Orvax,Orvax,,Orvax,-11171.9442384,9032.17546871,-11171.94,9032.18
478,0101000020E610000005D2DC301AAC5540E9E186D6D6B651C0,1,0,478,Outer Rim,Dalchon,R17,http://starwars.wikia.com/wiki/Shimia,Shimia,,Shimia,-11353.5067453,9650.18630945,-11353.51,9650.19
479,0101000020E6100000233A35372BBE554094911E760B8E51C0,2,0,479,Outer Rim,Dalchon,R17,http://starwars.wikia.com/wiki/Dalchon,Dalchon,,Dalchon,-11140.5199584,9681.61058949,-11140.52,9681.61
480,0101000020E6100000A26D83C111B55540B216B65527B350C0,0,1,480,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Tatooine,Tatooine,,Tatooine,-10099.1068817,9665.78330235,-10099.11,9665.78
481,0101000020E61000003836FA4E06BA554052D01F883BB350C0,1,1,481,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Geonosis,Geonosis,,Geonosis,-10099.455221,9674.40235928,-10099.46,9674.4
482,0101000020E61000000202C4A1D1F2544052767EAD907E50C0,3,0,482,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Austan,Austan,,Austan,-9870.71259178,9327.91041151,-9870.71,9327.91
483,0101000020E6100000DE2DB1B8FFE2544015A9B198636150C0,3,0,483,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Pii,Pii,,Pii,-9747.151928,9300.39368981,-9747.15,9300.39
484,0101000020E61000004D6DA8378B3355401C3452B90D9D50C0,3,0,484,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Utaruun,Utaruun,,Utaruun,-10002.2107714,9440.49084501,-10002.21,9440.49
485,0101000020E610000040F04BE31BA45540507E4A457D7C50C0,3,0,485,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Vuzsa,Vuzsa,,Vuzsa,-9861.84903239,9636.28290326,-9861.85,9636.28
486,0101000020E610000056CE9D038D435640EA6D2D4E3F4650C0,3,0,486,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Piroket,Piroket,,Piroket,-9634.1305214,9913.61088847,-9634.13,9913.61
487,0101000020E6100000065B9878DE3B5640B24DF89EF05D50C0,3,0,487,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/A-Foroon,A-Foroon,,A-Foroon,-9732.68801018,9900.24940341,-9732.69,9900.25
488,0101000020E6100000BB0ACDA388375640F7BF41CB696650C0,3,0,488,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/B-Foroon,B-Foroon,,B-Foroon,-9768.27453969,9892.70876333,-9768.27,9892.71
489,0101000020E610000070DFF12849325640F1F35CEE776E50C0,3,0,489,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/C-Foroon,C-Foroon,,C-Foroon,-9802.27356602,9883.58062008,-9802.27,9883.58
490,0101000020E610000057B984DBF6085540F47185F6CAF250C0,3,0,490,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/New_Ator,New_Ator,,New Ator,-10385.9455667,9366.42941216,-10385.95,9366.43
491,0101000020E6100000F1D3D4666A325540D74C1ED5D1D750C0,3,0,491,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Kemal_Station,Kemal_Station,,Kemal Station,-10262.9140706,9438.52851469,-10262.91,9438.53
492,0101000020E6100000103674CF51D65540EC567FE07AE350C0,3,0,492,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Obana,Obana,,Obana,-10315.8308431,9723.61762654,-10315.83,9723.62
493,0101000020E6100000254BBDBA0E775540ECED05E31FC550C0,3,0,493,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Andooweel,Andooweel,,Andooweel,-10178.9086943,9557.92198265,-10178.91,9557.92
494,0101000020E6100000969E10566DF55540D8747B679F9E50C0,3,0,494,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Ooo-temiuk,Ooo-temiuk,,Ooo-temiuk,-10009.0458546,9777.72502642,-10009.05,9777.73
495,0101000020E61000000DED3DC43CA256406D863CDBCCD150C0,3,0,495,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Melnea%27s_World,Melnea's_World,,Melnea's World,-10235.7545371,10078.3055234,-10235.75,10078.31
496,0101000020E610000087B94A039C55564021AD48AA84D750C0,3,0,496,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Cranan,Cranan,,Cranan,-10261.5514637,9945.02140268,-10261.55,9945.02
497,0101000020E6100000D8354C551E2256401A64FF1918F250C0,3,0,497,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Gedi,Gedi,,Gedi,-10382.7308728,9855.45976522,-10382.73,9855.46
498,0101000020E6100000429A332EC0715640B2D679638B0651C0,3,0,498,Outer Rim,Arkanis,R16,http://starwars.wikia.com/wiki/Vactooine,Vactooine,,Vactooine,-10477.4518955,9993.96941724,-10477.45,9993.97
499,0101000020E6100000E4FA3D087AAF54400F777DC6792751C0,2,1,499,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Arkanis,Arkanis,,Arkanis,-10632.7800059,9210.77763196,-10632.78,9210.78
501,0101000020E6100000B2406F01FEF8544099B27ABAB60E51C0,3,0,501,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Issor,Issor,,Issor,-10515.6578053,9338.6481066,-10515.66,9338.65
502,0101000020E61000006024E9A1BE0E55405953FFB8092551C0,3,0,502,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Huldamun,Huldamun,,Huldamun,-10621.1606205,9376.48359894,-10621.16,9376.48
503,0101000020E6100000617B68CD2D2C5540D0163B5E951A51C0,3,0,503,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Najiba,Najiba,,Najiba,-10571.5511462,9427.68057633,-10571.55,9427.68
504,0101000020E6100000647CC060B39E5640D036AE20F71851C0,3,0,504,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Tarnoonga,Tarnoonga,,Tarnoonga,-10563.9046726,10072.1539486,-10563.9,10072.15
505,0101000020E61000009035342419B45640C86A0F1A263451C0,3,0,505,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Cirus,Cirus,,Cirus,-10693.5066679,10109.3720786,-10693.51,10109.37
506,0101000020E61000003063E08D981F56402BBD6B58133C51C0,3,0,506,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Khubeaie,Khubeaie,,Khubeaie,-10731.7654944,9851.07208284,-10731.77,9851.07
507,0101000020E6100000A8BB15BEE1C25540FCA5F08DE14551C0,3,0,507,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Heffrin,Heffrin,,Heffrin,-10779.3905897,9689.80821864,-10779.39,9689.81
508,0101000020E61000005D20B04F4BE65540CE26C77BC31251C0,3,0,508,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Vor_Deo,Vor_Deo,,Vor Deo,-10534.6769753,9751.40334183,-10534.68,9751.4
509,0101000020E61000004F695B1CCCFA544052C0E13FFB3F51C0,3,1,509,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Sirpar,Sirpar,,Sirpar,-10750.6964698,9341.7878351,-10750.7,9341.79
510,0101000020E610000071CD39A7F6545540653D9B377C3D51C0,3,0,510,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Vasch,Vasch,,Vasch,-10738.5917581,9498.6199196,-10738.59,9498.62
511,0101000020E610000007D2EEF3539A554000EB6213813B51C0,3,0,511,Outer Rim,Arkanis,R17,http://starwars.wikia.com/wiki/Mika,Mika,,Mika,-10729.0005931,9619.2701609,-10729,9619.27
512,0101000020E61000004F863681A76E5740BC468B66241451C0,1,0,512,Outer Rim,Hunnovers,R17,http://starwars.wikia.com/wiki/Siskeen,Siskeen,,Siskeen,-10541.1632427,10433.8616224,-10541.16,10433.86
513,0101000020E61000003A3E2230FD9C564010957E423DC551C0,0,1,513,Outer Rim,Gaulus,R17,http://starwars.wikia.com/wiki/Ryloth,Ryloth,,Ryloth,-11430.3216521,10069.17671,-11430.32,10069.18
514,0101000020E6100000791FA71739EC5740516D185B7C1952C0,2,0,514,Outer Rim,Gaulus,S17,http://starwars.wikia.com/wiki/Wrea,Wrea,,Wrea,-11898.194266,10652.271684,-11898.19,10652.27
515,0101000020E610000072D5A9321ADB5840C12C59ED6CEA51C0,2,0,515,Outer Rim,Gaulus,S17,http://starwars.wikia.com/wiki/Gaulus,Gaulus,,Gaulus,-11632.833679,11067.7704978,-11632.83,11067.77
516,0101000020E61000005113B9E05F92584057D6F9BACA2F52C0,1,0,516,Outer Rim,Gaulus,S18,http://starwars.wikia.com/wiki/Smuggler%27s_Run,Smuggler's_Run,,Smuggler's Run,-12027.7434434,10941.2701371,-12027.74,10941.27
517,0101000020E610000033089D5D3D685840A347C767DF5050C0,1,0,517,Outer Rim,Ferra,S16,http://starwars.wikia.com/wiki/Hypori,Hypori,,Hypori,-9678.15940393,10867.9822318,-9678.16,10867.98
518,0101000020E6100000DEFE02590BAD5A40768A65B0B35B4FC0,1,1,518,Outer Rim,Svetta,S16,http://starwars.wikia.com/wiki/Kowak,Kowak,,Kowak,-9031.05200759,11878.2146419,-9031.05,11878.21
519,0101000020E6100000A24CED7FD0D85B40FBE5057EC88550C0,1,0,519,Outer Rim,Svetta,T16,http://starwars.wikia.com/wiki/Excarga,Excarga,,Excarga,-9901.62095086,12399.6249181,-9901.62,12399.62
520,0101000020E6100000AEC55973F0645D407D8DD25565D74EC0,1,0,520,Outer Rim,Herios,T15,http://starwars.wikia.com/wiki/Pzob,Pzob,,Pzob,-8784.31321619,13088.6313545,-8784.31,13088.63
521,0101000020E6100000E5C9E6D052CD5D406C30D36803B34FC0,2,0,521,Outer Rim,Herios,T16,http://starwars.wikia.com/wiki/Illarreen,Illarreen,,Illarreen,-9198.6481678,13270.1938614,-9198.65,13270.19
522,0101000020E6100000BE4B456BF1855B406D8C85538C3451C0,2,0,522,Outer Rim,Instrop,T17,http://starwars.wikia.com/wiki/Rannon,Rannon,,Rannon,-10695.4288699,12255.4811205,-10695.43,12255.48
523,0101000020E61000002206C57A8D2B5C40BADFE7720A7A51C0,2,0,523,Outer Rim,Instrop,T17,http://starwars.wikia.com/wiki/Shinbone,Shinbone,,Shinbone,-11038.4772603,12543.5370209,-11038.48,12543.54
524,0101000020E6100000B2BD1798D11F57400F98D9DC40F74F40,3,0,524,Outer Rim,Corporate Sector,R3,http://starwars.wikia.com/wiki/Lo'Uran,Lo'Uran,,Lo'Uran,9332.43293161,10296.7375981,9332.43,10296.74
525,0101000020E610000033AA78E8DD885740E06432081EE04F40,3,0,525,Outer Rim,Corporate Sector,R3,http://starwars.wikia.com/wiki/Ninn,Ninn,,Ninn,9286.79221533,10479.4548038,9286.79,10479.45
526,0101000020E610000089F54EB96BEF56403724862C74AC4F40,3,0,526,Outer Rim,Corporate Sector,R3,http://starwars.wikia.com/wiki/Reltooine,Reltooine,,Reltooine,9185.91961775,10212.5558325,9185.92,10212.56
527,0101000020E6100000F966D509505E5740087034D78DA14F40,3,0,527,Outer Rim,Corporate Sector,R3,http://starwars.wikia.com/wiki/Mall'ordian,Mall'ordian,,Mall'ordian,9164.81905471,10405.4374683,9164.82,10405.44
528,0101000020E6100000A4E94AFB80EB5640687CA5A1EB734F40,3,0,528,Outer Rim,Corporate Sector,R3,http://starwars.wikia.com/wiki/Knolstee,Knolstee,,Knolstee,9077.14808944,10205.7427981,9077.15,10205.74
529,0101000020E6100000F4CA45C293F25640B0F144E65E4F4F40,3,0,529,Outer Rim,Corporate Sector,R3,http://starwars.wikia.com/wiki/Kail,Kail,,Kail,9007.69482553,10218.0459477,9007.69,10218.05
530,0101000020E6100000AE1924291C0E57405F01F6E8D6504F40,3,0,530,Outer Rim,Corporate Sector,R3,http://starwars.wikia.com/wiki/Davirien,Davirien,,Davirien,9010.47295609,10265.9356268,9010.47,10265.94
531,0101000020E6100000E54A7884CB5A5740D7E338A1C1464F40,3,0,531,Outer Rim,Corporate Sector,R4,http://starwars.wikia.com/wiki/Drog,Drog,,Drog,8991.42291799,10399.3189665,8991.42,10399.32
532,0101000020E610000008B19531396B5740F91A5A77A7EA4E40,3,0,532,Outer Rim,Corporate Sector,R4,http://starwars.wikia.com/wiki/Craci,Craci,,Craci,8819.70799123,10427.8940236,8819.71,10427.89
1438,0101000020E610000095D19161BF17474015F7D3F02C7A1D40,4,0,1438,Inner Rim,Hapes Cluster,O9,,,,,822.619272353,5141.34945771,822.62,5141.35
533,0101000020E6100000B72864D4C0EB5840FDCC805026594F40,1,0,533,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Bonadan,Bonadan,,Bonadan,9026.21142859,11096.7325337,9026.21,11096.73
534,0101000020E61000003FA18F84B50658400B81262ABE884F40,3,0,534,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Lythos,Lythos,,Lythos,9117.01867265,10698.3406235,9117.02,10698.34
535,0101000020E61000006D009E7700B15840CE1BC9B0BF694F40,3,0,535,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/D'ian,D'ian,,D'ian,9057.75188745,10994.5422576,9057.75,10994.54
536,0101000020E610000040CEC53FA9BA584054135E3A9CA44F40,3,0,536,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Atchorb,Atchorb,,Atchorb,9170.72919674,11011.3433329,9170.73,11011.34
537,0101000020E61000008C82AFB7B0FB5840CEE5201BFC814F40,3,0,537,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Tothis,Tothis,,Tothis,9104.05406339,11124.4529341,9104.05,11124.45
538,0101000020E6100000621471154E245940076962F68C584F40,3,0,538,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/R'alla,R'alla,,R'alla,9025.07578043,11195.0968254,9025.08,11195.1
539,0101000020E6100000CCA6440FDA375940BB713138B3634F40,3,0,539,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Kir,Kir,,Kir,9046.24248944,11229.0958517,9046.24,11229.1
540,0101000020E61000009D15CCB61E5D5940080987D2095C4F40,3,0,540,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Deltooine,Deltooine,,Deltooine,9031.690377,11293.918898,9031.69,11293.92
541,0101000020E6100000181229A59378594026D94B9ED8604F40,3,0,541,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Fether,Fether,,Fether,9040.81852025,11341.6762852,9040.82,11341.68
542,0101000020E6100000F8DD9AC97E865940986112F388644F40,3,0,542,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Ocsin,Ocsin,,Ocsin,9047.82999261,11365.8857086,9047.83,11365.89
543,0101000020E6100000D9F136FED89659404976BE77D8684F40,3,0,543,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Kamar,Kamar,,Kamar,9056.03209235,11394.3284738,9056.03,11394.33
1397,0101000020E61000005884A55F24274840E4D6AC7999971B40,4,0,1397,Inner Rim,Hapes Cluster,O9,,,,,769.748802028,5377.37678393,769.75,5377.38
544,0101000020E61000005F44BF045527594087985C1AD6E54F40,3,0,544,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Brosl,Brosl,,Brosl,9298.04695138,11200.3620442,9298.05,11200.36
545,0101000020E61000005E04B6E9DAEB584079F4A3EB1FF74F40,3,0,545,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Abo_Dreth,Abo_Dreth,,Abo Dreth,9332.17826964,11096.909754,9332.18,11096.91
546,0101000020E6100000A8FD0193C1D258407D70C20D01FF4F40,3,0,546,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Ulicia,Ulicia,,Ulicia,9347.78871753,11053.2534167,9347.79,11053.25
547,0101000020E6100000868516C5145158409BD0D0B32F205040,3,0,547,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Perin,Perin,,Perin,9478.63778478,10827.7009656,9478.64,10827.7
548,0101000020E6100000BE66DA2234F55740642A989B59205040,3,0,548,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Fibuli,Fibuli,,Fibuli,9479.29924444,10667.8923126,9479.3,10667.89
549,0101000020E61000006FAF6F7EBE00584006E386BC6B085040,3,0,549,Outer Rim,Corporate Sector,S3,http://starwars.wikia.com/wiki/Hiit,Hiit,,Hiit,9383.25530235,10687.9654083,9383.26,10687.97
550,0101000020E6100000EBD51116889958407E024B73713C4F40,2,0,550,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Etti,Etti,,Etti,8971.99029396,10953.7188983,8971.99,10953.72
551,0101000020E6100000B788F91604085840E8544747C6D14E40,3,0,551,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Jerrist,Jerrist,,Jerrist,8774.01435817,10700.6138399,8774.01,10700.61
552,0101000020E61000001A4F1286A6355840BE3B971FA2A54E40,3,0,552,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Saclas,Saclas,,Saclas,8693.64700994,10779.9889986,8693.65,10779.99
553,0101000020E6100000C0139E2B464E5840B1A4B9CE6AB24E40,3,0,553,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Duroon,Duroon,,Duroon,8716.83117089,10822.8185114,8716.83,10822.82
554,0101000020E61000003FBD1E9FBAA658409E50BBE1D6914E40,3,0,554,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Ammuud,Ammuud,,Ammuud,8657.89511552,10976.6740274,8657.9,10976.67
555,0101000020E6100000222A7921C78A584071438949A9DD4E40,3,0,555,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Biewa,Biewa,,Biewa,8795.80945385,10928.0567427,8795.81,10928.06
556,0101000020E6100000C04AAB7FECC458403E50E62337AA4E40,3,0,556,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Urdur,Urdur,,Urdur,8701.94832862,11029.1939241,8701.95,11029.19
557,0101000020E6100000C4325A9D18E558400D17EE50CCB14E40,3,0,557,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Oslumpex,Oslumpex,,Oslumpex,8715.70668947,11085.153411,8715.71,11085.15
558,0101000020E6100000F3A3601E0B195940ECCCB87985A14E40,3,0,558,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Matra,Matra,,Matra,8686.20558881,11175.5088001,8686.21,11175.51
559,0101000020E610000059426D7F662E59400DC78A631F8A4E40,3,0,559,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Orron,Orron,,Orron,8644.00446274,11212.6563744,8644,11212.66
560,0101000020E6100000FFB0ABC0AC7B594045D86A8BE7BF4E40,3,0,560,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Joodrudda,Joodrudda,,Joodrudda,8741.37132414,11347.0649765,8741.37,11347.06
561,0101000020E610000059A68B22186B5940380ADB57FCCF4E40,3,0,561,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Gaurick,Gaurick,,Gaurick,8770.74013287,11318.2253355,8770.74,11318.23
562,0101000020E61000009FE9B77F2B50594012488FBC37F74E40,3,0,562,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Ban-Satir,Ban-Satir,,Ban-Satir,8842.89215218,11271.3939919,8842.89,11271.39
563,0101000020E61000008401D2F80BCD584019DF2CF829E94E40,3,0,563,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Pondut_Station,Pondut_Station,,Pondut Station,8816.96293365,11043.3227024,8816.96,11043.32
564,0101000020E61000005B538A3B2FBA584012488FBC37F74E40,3,0,564,Outer Rim,Corporate Sector,S4,http://starwars.wikia.com/wiki/Kalla,Kalla,,Kalla,8842.89215218,11010.5143034,8842.89,11010.51
